Username: player3
Created @ 2020-07-09T17:06:19.909016
Password:  12343123


__SIGN IN__ | @ 2020-07-09T17:06:20.102549 | Message: No Message
__GAME REPORT__ | @ 2020-07-09T17:09:08.200310 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-09T17:09:08.206020 | Message: Turn Ended.
__REPORT__ | @ 2020-07-09T17:09:11.488282 | Message: Clicked On Point: java.awt.Point[x=585,y=40], P1Hand
__REPORT__ | @ 2020-07-09T17:09:11.488494 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-09T17:09:13.805617 | Message: Selected -> models.cards.Spell@69b36dfb
__REPORT__ | @ 2020-07-09T17:09:13.805730 | Message: Input: P1Hand, Index: 0
__REPORT__ | @ 2020-07-09T17:09:14.591491 | Message: Clicked On Point: java.awt.Point[x=65,y=80], P2Board
__REPORT__ | @ 2020-07-09T17:09:14.591579 | Message: Input: P2Board, Index: 0
__CARD SELECTED__ | @ 2020-07-09T17:09:14.591753 | Message: Model Selected -> Crazed Chemist
__EFFECTS VISITED__ | @ 2020-07-09T17:09:14.591840 | Message: Effect: logic.GameEffects.Transform@5c6e27c5, on Models: [models.cards.Minion@3d5f1d86]
__CARD PLAYED__ | @ 2020-07-09T17:09:14.591921 | Message: Polymorph
__REPORT__ | @ 2020-07-09T17:09:17.500790 | Message: Clicked On Point: java.awt.Point[x=432,y=49], P1Hand
__REPORT__ | @ 2020-07-09T17:09:17.500996 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-09T17:09:18.958325 | Message: Selected -> models.cards.Minion@240b57b5
__REPORT__ | @ 2020-07-09T17:09:18.958539 | Message: Input: P1Hand, Index: 2
__REPORT__ | @ 2020-07-09T17:09:19.763531 | Message: Clicked On Point: java.awt.Point[x=791,y=65], P1Board
__REPORT__ | @ 2020-07-09T17:09:19.763628 | Message: Input: P1Board, Index: 4
__EFFECTS VISITED__ | @ 2020-07-09T17:09:19.763804 | Message: Effect: logic.GameEffects.ChangeHpAttack@71a0476d, on Models: []
__CARD PLAYED__ | @ 2020-07-09T17:09:19.763864 | Message: RaidLeader
__REPORT__ | @ 2020-07-09T17:09:21.464862 | Message: Clicked On Point: java.awt.Point[x=22,y=10], P1HeroPower
__REPORT__ | @ 2020-07-09T17:09:21.465054 | Message: Input: P1HeroPower, Index: -1
__REPORT__ | @ 2020-07-09T17:09:22.762022 | Message: Clicked On Point: java.awt.Point[x=102,y=74], P2Board
__REPORT__ | @ 2020-07-09T17:09:22.762131 | Message: Input: P2Board, Index: 0
__CARD SELECTED__ | @ 2020-07-09T17:09:22.762281 | Message: Model Selected -> Sheep
__EFFECTS VISITED__ | @ 2020-07-09T17:09:22.762339 | Message: Effect: logic.GameEffects.ChangeHpAttack@38daafd8, on Models: [models.cards.Minion@1964ef31]
__GAME REPORT__ | @ 2020-07-09T17:09:24.052284 | Message: Draw Card -> Hir'eek the Bat
__GAME REPORT__ | @ 2020-07-09T17:09:24.052608 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-09T17:09:24.053839 | Message: Turn Ended.
__REPORT__ | @ 2020-07-09T17:09:24.553492 | Message: Input: P2HeroPower, Index: -1
__REPORT__ | @ 2020-07-09T17:09:25.054060 | Message: Input: P2Hero, Index: -1
__CARD SELECTED__ | @ 2020-07-09T17:09:25.054426 | Message: Model Selected -> Mage
__EFFECTS VISITED__ | @ 2020-07-09T17:09:25.054622 | Message: Effect: logic.GameEffects.ChangeHpAttack@2b4ef163, on Models: [models.heroes.Mage@ff399f]
__REPORT__ | @ 2020-07-09T17:09:25.554594 | Message: Input: P2Hand, Index: 1
__EFFECTS VISITED__ | @ 2020-07-09T17:09:25.554939 | Message: Effect: logic.GameEffects.ChangeHpAttack@39a6a6f6, on Models: [models.cards.Minion@240b57b5]
__CARD PLAYED__ | @ 2020-07-09T17:09:25.555092 | Message: Blast Wave
__REPORT__ | @ 2020-07-09T17:09:26.054679 | Message: Input: P2Hero, Index: -1
__REPORT__ | @ 2020-07-09T17:09:26.554909 | Message: Input: P1Hero, Index: -1
__ATTACK__ | @ 2020-07-09T17:09:26.555014 | Message: Mage Attacked -> Mage
__GAME REPORT__ | @ 2020-07-09T17:09:27.055443 | Message: Draw Card -> Blast Wave
__GAME REPORT__ | @ 2020-07-09T17:09:27.055560 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-09T17:09:27.058049 | Message: Turn Ended.
__REPORT__ | @ 2020-07-09T17:09:29.756559 | Message: Clicked On Point: java.awt.Point[x=811,y=68], P1Board
__REPORT__ | @ 2020-07-09T17:09:29.756676 | Message: Input: P1Board, Index: 4
__REPORT__ | @ 2020-07-09T17:09:30.201255 | Message: Clicked On Point: java.awt.Point[x=131,y=138], P2Hero
__REPORT__ | @ 2020-07-09T17:09:30.201441 | Message: Input: P2Hero, Index: -1
__ATTACK__ | @ 2020-07-09T17:09:30.201561 | Message: RaidLeader Attacked -> Mage
__REPORT__ | @ 2020-07-09T17:09:33.149224 | Message: Clicked On Point: java.awt.Point[x=76,y=57], P1HeroPower
__REPORT__ | @ 2020-07-09T17:09:33.149436 | Message: Input: P1HeroPower, Index: -1
__REPORT__ | @ 2020-07-09T17:09:33.981359 | Message: Clicked On Point: java.awt.Point[x=95,y=96], P2Hero
__REPORT__ | @ 2020-07-09T17:09:33.981571 | Message: Input: P2Hero, Index: -1
__CARD SELECTED__ | @ 2020-07-09T17:09:33.981785 | Message: Model Selected -> Mage
__EFFECTS VISITED__ | @ 2020-07-09T17:09:33.981972 | Message: Effect: logic.GameEffects.ChangeHpAttack@38daafd8, on Models: [models.heroes.Mage@ff399f]
__REPORT__ | @ 2020-07-09T17:09:34.760400 | Message: Clicked On Point: java.awt.Point[x=391,y=53], P1Hand
__REPORT__ | @ 2020-07-09T17:09:34.760489 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-09T17:09:36.044134 | Message: Selected -> models.cards.Spell@69d56bb7
__REPORT__ | @ 2020-07-09T17:09:36.044608 | Message: Input: P1Hand, Index: 1
__ERROR__ | @ 2020-07-09T17:09:37.354543 | Message: Not enough mana
__GAME REPORT__ | @ 2020-07-09T17:09:38.080880 | Message: Draw Card -> Sorcerer's Apprentice
__GAME REPORT__ | @ 2020-07-09T17:09:38.081191 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-09T17:09:38.082473 | Message: Turn Ended.
__REPORT__ | @ 2020-07-09T17:09:38.582109 | Message: Input: P2HeroPower, Index: -1
__REPORT__ | @ 2020-07-09T17:09:39.082657 | Message: Input: P1Hero, Index: -1
__CARD SELECTED__ | @ 2020-07-09T17:09:39.082981 | Message: Model Selected -> Mage
__EFFECTS VISITED__ | @ 2020-07-09T17:09:39.083197 | Message: Effect: logic.GameEffects.ChangeHpAttack@2b4ef163, on Models: [models.heroes.Mage@3733ed1b]
__REPORT__ | @ 2020-07-09T17:09:39.583223 | Message: Input: P2Hand, Index: 2
__REPORT__ | @ 2020-07-09T17:09:40.083694 | Message: Input: P2Board, Index: 0
__EFFECTS VISITED__ | @ 2020-07-09T17:09:40.084045 | Message: Effect: logic.GameEffects.AddCost@1bd1dd51, on Models: []
__CARD PLAYED__ | @ 2020-07-09T17:09:40.084168 | Message: Sorcerer's Apprentice
__REPORT__ | @ 2020-07-09T17:09:40.087257 | Message: Input: P2Board, Index: 1
__REPORT__ | @ 2020-07-09T17:09:40.087862 | Message: Input: P2Board, Index: 2
__REPORT__ | @ 2020-07-09T17:09:40.088498 | Message: Input: P2Board, Index: 3
__REPORT__ | @ 2020-07-09T17:09:40.089196 | Message: Input: P2Board, Index: 4
__REPORT__ | @ 2020-07-09T17:09:40.089853 | Message: Input: P2Board, Index: 5
__REPORT__ | @ 2020-07-09T17:09:40.090598 | Message: Input: P2Board, Index: 6
__REPORT__ | @ 2020-07-09T17:09:40.583717 | Message: Input: P2Hero, Index: -1
__REPORT__ | @ 2020-07-09T17:09:46.084648 | Message: Input: P1Hero, Index: -1
__ATTACK__ | @ 2020-07-09T17:09:46.084911 | Message: Mage Attacked -> Mage
__GAME REPORT__ | @ 2020-07-09T17:09:46.585339 | Message: Draw Card -> Security Rover
__GAME REPORT__ | @ 2020-07-09T17:09:46.585634 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-09T17:09:46.586449 | Message: Turn Ended.
__REPORT__ | @ 2020-07-09T17:09:59.082379 | Message: Clicked On Point: java.awt.Point[x=423,y=28], P1Hand
__REPORT__ | @ 2020-07-09T17:09:59.082567 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-09T17:10:02.931539 | Message: Selected -> models.cards.Minion@7e17027
__REPORT__ | @ 2020-07-09T17:10:02.931644 | Message: Input: P1Hand, Index: 3
__REPORT__ | @ 2020-07-09T17:10:04.402540 | Message: Clicked On Point: java.awt.Point[x=599,y=57], P1Board
__REPORT__ | @ 2020-07-09T17:10:04.402831 | Message: Input: P1Board, Index: 3
__EFFECTS VISITED__ | @ 2020-07-09T17:10:04.403101 | Message: Effect: logic.GameEffects.ChangeHpAttack@18f6622, on Models: [models.cards.Minion@7e17027]
__CARD PLAYED__ | @ 2020-07-09T17:10:04.403305 | Message: Security Rover
__REPORT__ | @ 2020-07-09T17:10:07.492415 | Message: Clicked On Point: java.awt.Point[x=795,y=86], P1Board
__REPORT__ | @ 2020-07-09T17:10:07.492549 | Message: Input: P1Board, Index: 4
__REPORT__ | @ 2020-07-09T17:10:09.318695 | Message: Clicked On Point: java.awt.Point[x=104,y=126], P2Hero
__REPORT__ | @ 2020-07-09T17:10:09.318944 | Message: Input: P2Hero, Index: -1
__ATTACK__ | @ 2020-07-09T17:10:09.319095 | Message: RaidLeader Attacked -> Mage
__REPORT__ | @ 2020-07-09T17:10:10.218489 | Message: Clicked On Point: java.awt.Point[x=56,y=51], P1HeroPower
__REPORT__ | @ 2020-07-09T17:10:10.218734 | Message: Input: P1HeroPower, Index: -1
__REPORT__ | @ 2020-07-09T17:10:12.430722 | Message: Clicked On Point: java.awt.Point[x=77,y=142], P2Hero
__REPORT__ | @ 2020-07-09T17:10:12.430979 | Message: Input: P2Hero, Index: -1
__CARD SELECTED__ | @ 2020-07-09T17:10:12.431182 | Message: Model Selected -> Mage
__EFFECTS VISITED__ | @ 2020-07-09T17:10:12.431464 | Message: Effect: logic.GameEffects.ChangeHpAttack@38daafd8, on Models: [models.heroes.Mage@ff399f]
__GAME REPORT__ | @ 2020-07-09T17:10:13.630197 | Message: Draw Card -> Polymorph
__EFFECTS VISITED__ | @ 2020-07-09T17:10:13.630547 | Message: Effect: logic.GameEffects.AddCost@2fd0b2f1, on Models: [models.cards.Spell@55456e0]
__GAME REPORT__ | @ 2020-07-09T17:10:13.630881 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-09T17:10:13.632151 | Message: Turn Ended.
__REPORT__ | @ 2020-07-09T17:10:14.131699 | Message: Input: P2Hand, Index: 0
__REPORT__ | @ 2020-07-09T17:10:14.632271 | Message: Input: P2Board, Index: 1
__EFFECTS VISITED__ | @ 2020-07-09T17:10:14.632630 | Message: Effect: logic.GameEffects.Summon@1fcef5b0, on Models: [models.cards.Minion@11090839]
__EFFECTS VISITED__ | @ 2020-07-09T17:10:14.632947 | Message: Effect: logic.GameEffects.Summon@1fcef5b0, on Models: [models.cards.Minion@11090839]
__EFFECTS VISITED__ | @ 2020-07-09T17:10:14.633127 | Message: Effect: logic.GameEffects.Summon@1fcef5b0, on Models: [models.cards.Minion@11090839]
__EFFECTS VISITED__ | @ 2020-07-09T17:10:14.633319 | Message: Effect: logic.GameEffects.Summon@1fcef5b0, on Models: [models.cards.Minion@11090839]
__EFFECTS VISITED__ | @ 2020-07-09T17:10:14.633486 | Message: Effect: logic.GameEffects.Summon@1fcef5b0, on Models: [models.cards.Minion@11090839]
__EFFECTS VISITED__ | @ 2020-07-09T17:10:14.633648 | Message: Effect: logic.GameEffects.Summon@1fcef5b0, on Models: [models.cards.Minion@11090839]
__EFFECTS VISITED__ | @ 2020-07-09T17:10:14.633774 | Message: Effect: logic.GameEffects.Summon@1fcef5b0, on Models: [models.cards.Minion@11090839]
__CARD PLAYED__ | @ 2020-07-09T17:10:14.633905 | Message: Hir'eek the Bat
__REPORT__ | @ 2020-07-09T17:10:15.132453 | Message: Input: P2Board, Index: 0
__REPORT__ | @ 2020-07-09T17:10:20.633346 | Message: Input: P1Hero, Index: -1
__ATTACK__ | @ 2020-07-09T17:10:20.633631 | Message: Sorcerer's Apprentice Attacked -> Mage
__GAME REPORT__ | @ 2020-07-09T17:10:21.134041 | Message: Draw Card -> Ironfur Grizzly
__GAME REPORT__ | @ 2020-07-09T17:10:21.134410 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-09T17:10:21.139768 | Message: Turn Ended.
__REPORT__ | @ 2020-07-09T17:10:24.526878 | Message: Clicked On Point: java.awt.Point[x=521,y=69], P1Hand
__REPORT__ | @ 2020-07-09T17:10:24.527107 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-09T17:10:26.504637 | Message: Selected -> models.cards.Spell@7fddf3ef
__REPORT__ | @ 2020-07-09T17:10:26.504766 | Message: Input: P1Hand, Index: 2
__EFFECTS VISITED__ | @ 2020-07-09T17:10:26.504877 | Message: Effect: logic.GameEffects.ChangeHpAttack@7344515c, on Models: [models.cards.Minion@7e17027, models.cards.Minion@240b57b5, models.cards.Minion@5a729f5a, models.cards.Minion@34b2cce0, models.cards.Minion@70df7d4, models.cards.Minion@569288d8, models.cards.Minion@18d4451f, models.cards.Minion@3aa34f29, models.cards.Minion@5278acfe]
__EFFECTS VISITED__ | @ 2020-07-09T17:10:26.504937 | Message: Effect: logic.GameEffects.Summon@106e3a21, on Models: [models.cards.Minion@2aa8698e]
__EFFECTS VISITED__ | @ 2020-07-09T17:10:26.505038 | Message: Effect: logic.GameEffects.ChangeHpAttack@a52a1f5, on Models: [models.cards.Minion@1ddaf31d]
__REPORT__ | @ 2020-07-09T17:10:31.887455 | Message: Clicked On Point: java.awt.Point[x=631,y=68], P1Board
__REPORT__ | @ 2020-07-09T17:10:31.887765 | Message: Input: P1Board, Index: 3
__EFFECTS VISITED__ | @ 2020-07-09T17:10:31.888008 | Message: Effect: logic.GameEffects.ChangeHpAttack@3f717698, on Models: [models.cards.Minion@1ddaf31d, models.cards.Minion@7e17027]
__REPORT__ | @ 2020-07-09T17:10:33.790715 | Message: Clicked On Point: java.awt.Point[x=610,y=68], P2Board
__REPORT__ | @ 2020-07-09T17:10:33.790923 | Message: Input: P2Board, Index: 3
__EFFECTS VISITED__ | @ 2020-07-09T17:10:33.791106 | Message: Effect: logic.GameEffects.Summon@106e3a21, on Models: [models.cards.Minion@2aa8698e]
__ATTACK__ | @ 2020-07-09T17:10:33.791193 | Message: Security Rover Attacked -> Hir'eek the Bat
__REPORT__ | @ 2020-07-09T17:10:36.575578 | Message: Clicked On Point: java.awt.Point[x=96,y=103], P1HeroPower
__REPORT__ | @ 2020-07-09T17:10:36.575751 | Message: Input: P1HeroPower, Index: -1
__REPORT__ | @ 2020-07-09T17:10:37.183697 | Message: Clicked On Point: java.awt.Point[x=799,y=82], P2Board
__REPORT__ | @ 2020-07-09T17:10:37.183877 | Message: Input: P2Board, Index: 4
__CARD SELECTED__ | @ 2020-07-09T17:10:37.184058 | Message: Model Selected -> Hir'eek the Bat
__EFFECTS VISITED__ | @ 2020-07-09T17:10:37.184235 | Message: Effect: logic.GameEffects.ChangeHpAttack@38daafd8, on Models: [models.cards.Minion@18d4451f]
__REPORT__ | @ 2020-07-09T17:10:39.499768 | Message: Clicked On Point: java.awt.Point[x=1647,y=22], other
__REPORT__ | @ 2020-07-09T17:10:39.499961 | Message: Input: other, Index: -1
__BUTTON CLICK__ | @ 2020-07-09T17:10:39.795604 | Message: Exit Button
__SIGN IN__ | @ 2020-07-09T22:42:43.084788 | Message: No Message
__ROOM CHANGE__ | @ 2020-07-09T22:42:43.653423 | Message: Home
__BUTTON CLICK__ | @ 2020-07-09T22:42:59.486353 | Message: button -> Status
__ROOM CHANGE__ | @ 2020-07-09T22:42:59.616707 | Message: Status
