Username: player1
Created @ 2020-07-09T16:39:34.710382
Password:  1234


__SIGN IN__ | @ 2020-07-09T16:39:34.876771 | Message: No Message
__REPORT__ | @ 2020-07-10T12:32:56.246657 | Message: Clicked On Point: java.awt.Point[x=92,y=35], P1HeroPower
__REPORT__ | @ 2020-07-10T12:32:56.246855 | Message: Input: P1HeroPower, Index: -1
__REPORT__ | @ 2020-07-10T12:32:56.886453 | Message: Clicked On Point: java.awt.Point[x=97,y=81], P2Hero
__REPORT__ | @ 2020-07-10T12:32:56.886620 | Message: Input: P2Hero, Index: -1
__CARD SELECTED__ | @ 2020-07-10T12:32:56.886868 | Message: Model Selected -> Mage
__EFFECTS VISITED__ | @ 2020-07-10T12:32:56.887042 | Message: Effect: ChangeHpAttack{life=-1, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=PLAYER_SELECTS, cardGroup=ALL, type=null, cardClass=null, sourceCard=null}}, on Models: [models.heroes.Mage@36d3d10a]
__GAME REPORT__ | @ 2020-07-10T12:32:57.869525 | Message: Draw Card -> Hir'eek the Bat
__GAME REPORT__ | @ 2020-07-10T12:32:57.869737 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:32:57.870574 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T12:32:59.073364 | Message: Clicked On Point: java.awt.Point[x=562,y=101], P2Hand
__REPORT__ | @ 2020-07-10T12:32:59.073493 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T12:33:03.026586 | Message: Selected -> null
__REPORT__ | @ 2020-07-10T12:33:03.881805 | Message: Clicked On Point: java.awt.Point[x=118,y=101], P2Hero
__REPORT__ | @ 2020-07-10T12:33:03.881982 | Message: Input: P2Hero, Index: -1
__REPORT__ | @ 2020-07-10T12:33:04.505175 | Message: Clicked On Point: java.awt.Point[x=59,y=104], P2HeroPower
__REPORT__ | @ 2020-07-10T12:33:04.505278 | Message: Input: P2HeroPower, Index: -1
__REPORT__ | @ 2020-07-10T12:33:05.097546 | Message: Clicked On Point: java.awt.Point[x=133,y=90], P2Hero
__REPORT__ | @ 2020-07-10T12:33:05.097719 | Message: Input: P2Hero, Index: -1
__CARD SELECTED__ | @ 2020-07-10T12:33:05.097965 | Message: Model Selected -> Mage
__EFFECTS VISITED__ | @ 2020-07-10T12:33:05.098174 | Message: Effect: ChangeHpAttack{life=-1, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=PLAYER_SELECTS, cardGroup=ALL, type=null, cardClass=null, sourceCard=null}}, on Models: [models.heroes.Mage@36d3d10a]
__GAME REPORT__ | @ 2020-07-10T12:33:05.784798 | Message: Draw Card -> Ironfur Grizzly
__GAME REPORT__ | @ 2020-07-10T12:33:05.785115 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:33:05.793085 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T12:33:06.649323 | Message: Clicked On Point: java.awt.Point[x=561,y=32], P1Hand
__REPORT__ | @ 2020-07-10T12:33:06.649524 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T12:33:09.437758 | Message: Selected -> models.cards.Minion@6759bf51
__REPORT__ | @ 2020-07-10T12:33:09.437859 | Message: Input: P1Hand, Index: 5
__REPORT__ | @ 2020-07-10T12:33:09.928848 | Message: Clicked On Point: java.awt.Point[x=797,y=76], P1Board
__REPORT__ | @ 2020-07-10T12:33:09.929058 | Message: Input: P1Board, Index: 4
__CARD PLAYED__ | @ 2020-07-10T12:33:09.929422 | Message: Ironfur Grizzly
__GAME REPORT__ | @ 2020-07-10T12:33:11.162314 | Message: Draw Card -> Blast Wave
__GAME REPORT__ | @ 2020-07-10T12:33:11.162491 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:33:11.163032 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:33:11.378208 | Message: Draw Card -> Crazed Chemist
__GAME REPORT__ | @ 2020-07-10T12:33:11.378341 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:33:11.380401 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T12:33:12.104101 | Message: Clicked On Point: java.awt.Point[x=516,y=87], P1Hand
__REPORT__ | @ 2020-07-10T12:33:12.104169 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T12:33:13.335813 | Message: Selected -> models.cards.Minion@54f32d1
__REPORT__ | @ 2020-07-10T12:33:13.335898 | Message: Input: P1Hand, Index: 4
__REPORT__ | @ 2020-07-10T12:33:13.788500 | Message: Clicked On Point: java.awt.Point[x=430,y=93], P1Board
__REPORT__ | @ 2020-07-10T12:33:13.788698 | Message: Input: P1Board, Index: 2
__CARD PLAYED__ | @ 2020-07-10T12:33:13.788959 | Message: Crazed Chemist
__REPORT__ | @ 2020-07-10T12:33:23.614360 | Message: Clicked On Point: java.awt.Point[x=834,y=86], P1Board
__REPORT__ | @ 2020-07-10T12:33:23.614421 | Message: Input: P1Board, Index: 4
__REPORT__ | @ 2020-07-10T12:33:24.191246 | Message: Clicked On Point: java.awt.Point[x=98,y=172], P2Hero
__REPORT__ | @ 2020-07-10T12:33:24.191435 | Message: Input: P2Hero, Index: -1
__ATTACK__ | @ 2020-07-10T12:33:24.191703 | Message: Ironfur Grizzly Attacked -> Mage
__GAME REPORT__ | @ 2020-07-10T12:33:25.170089 | Message: Draw Card -> Hir'eek the Bat
__GAME REPORT__ | @ 2020-07-10T12:33:25.170213 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:33:25.170716 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T12:33:25.971063 | Message: Clicked On Point: java.awt.Point[x=126,y=128], P2HeroPower
__REPORT__ | @ 2020-07-10T12:33:25.971233 | Message: Input: P2HeroPower, Index: -1
__REPORT__ | @ 2020-07-10T12:33:26.882914 | Message: Clicked On Point: java.awt.Point[x=110,y=75], P2Hero
__REPORT__ | @ 2020-07-10T12:33:26.883107 | Message: Input: P2Hero, Index: -1
__CARD SELECTED__ | @ 2020-07-10T12:33:26.883375 | Message: Model Selected -> Mage
__EFFECTS VISITED__ | @ 2020-07-10T12:33:26.883555 | Message: Effect: ChangeHpAttack{life=-1, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=PLAYER_SELECTS, cardGroup=ALL, type=null, cardClass=null, sourceCard=null}}, on Models: [models.heroes.Mage@36d3d10a]
__GAME REPORT__ | @ 2020-07-10T12:33:28.574166 | Message: Draw Card -> Hir'eek the Bat
__GAME REPORT__ | @ 2020-07-10T12:33:28.574529 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:33:28.576371 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T12:33:29.566086 | Message: Clicked On Point: java.awt.Point[x=648,y=1], P1Hand
__REPORT__ | @ 2020-07-10T12:33:29.566172 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T12:33:30.642704 | Message: Selected -> models.cards.Minion@87f992
__REPORT__ | @ 2020-07-10T12:33:30.642773 | Message: Input: P1Hand, Index: 4
__REPORT__ | @ 2020-07-10T12:33:31.842426 | Message: Clicked On Point: java.awt.Point[x=218,y=45], P1Board
__REPORT__ | @ 2020-07-10T12:33:31.842597 | Message: Input: P1Board, Index: 1
__CARD PLAYED__ | @ 2020-07-10T12:33:31.842846 | Message: Crazed Chemist
__REPORT__ | @ 2020-07-10T12:33:35.581602 | Message: Clicked On Point: java.awt.Point[x=467,y=107], P1Board
__REPORT__ | @ 2020-07-10T12:33:35.581664 | Message: Input: P1Board, Index: 2
__REPORT__ | @ 2020-07-10T12:33:36.209900 | Message: Clicked On Point: java.awt.Point[x=125,y=107], P2Hero
__REPORT__ | @ 2020-07-10T12:33:36.210067 | Message: Input: P2Hero, Index: -1
__ATTACK__ | @ 2020-07-10T12:33:36.210231 | Message: Crazed Chemist Attacked -> Mage
__REPORT__ | @ 2020-07-10T12:33:36.785864 | Message: Clicked On Point: java.awt.Point[x=814,y=90], P1Board
__REPORT__ | @ 2020-07-10T12:33:36.786039 | Message: Input: P1Board, Index: 4
__REPORT__ | @ 2020-07-10T12:33:37.329820 | Message: Clicked On Point: java.awt.Point[x=58,y=108], P2Hero
__REPORT__ | @ 2020-07-10T12:33:37.329990 | Message: Input: P2Hero, Index: -1
__ATTACK__ | @ 2020-07-10T12:33:37.330125 | Message: Ironfur Grizzly Attacked -> Mage
__GAME REPORT__ | @ 2020-07-10T12:33:38.785066 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-07-10T12:33:38.785327 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:33:38.786351 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:33:38.981056 | Message: Draw Card -> Pyroblast
__GAME REPORT__ | @ 2020-07-10T12:33:38.981362 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:33:38.989260 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T12:33:40.061560 | Message: Clicked On Point: java.awt.Point[x=120,y=109], P1HeroPower
__REPORT__ | @ 2020-07-10T12:33:40.061760 | Message: Input: P1HeroPower, Index: -1
__REPORT__ | @ 2020-07-10T12:33:40.685494 | Message: Clicked On Point: java.awt.Point[x=74,y=121], P2Hero
__REPORT__ | @ 2020-07-10T12:33:40.685692 | Message: Input: P2Hero, Index: -1
__CARD SELECTED__ | @ 2020-07-10T12:33:40.685933 | Message: Model Selected -> Mage
__EFFECTS VISITED__ | @ 2020-07-10T12:33:40.686136 | Message: Effect: ChangeHpAttack{life=-1, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=PLAYER_SELECTS, cardGroup=ALL, type=null, cardClass=null, sourceCard=null}}, on Models: [models.heroes.Mage@36d3d10a]
__REPORT__ | @ 2020-07-10T12:33:41.213332 | Message: Clicked On Point: java.awt.Point[x=800,y=79], P1Board
__REPORT__ | @ 2020-07-10T12:33:41.213509 | Message: Input: P1Board, Index: 4
__REPORT__ | @ 2020-07-10T12:33:41.725351 | Message: Clicked On Point: java.awt.Point[x=108,y=120], P2Hero
__REPORT__ | @ 2020-07-10T12:33:41.725536 | Message: Input: P2Hero, Index: -1
__ATTACK__ | @ 2020-07-10T12:33:41.725690 | Message: Ironfur Grizzly Attacked -> Mage
__REPORT__ | @ 2020-07-10T12:33:42.273188 | Message: Clicked On Point: java.awt.Point[x=428,y=20], P1Board
__REPORT__ | @ 2020-07-10T12:33:42.273398 | Message: Input: P1Board, Index: 2
__REPORT__ | @ 2020-07-10T12:33:42.753209 | Message: Clicked On Point: java.awt.Point[x=55,y=69], P2Hero
__REPORT__ | @ 2020-07-10T12:33:42.753377 | Message: Input: P2Hero, Index: -1
__ATTACK__ | @ 2020-07-10T12:33:42.753513 | Message: Crazed Chemist Attacked -> Mage
__REPORT__ | @ 2020-07-10T12:33:43.546361 | Message: Clicked On Point: java.awt.Point[x=288,y=17], P1Board
__REPORT__ | @ 2020-07-10T12:33:43.546422 | Message: Input: P1Board, Index: 1
__REPORT__ | @ 2020-07-10T12:33:44.001154 | Message: Clicked On Point: java.awt.Point[x=79,y=97], P2Hero
__REPORT__ | @ 2020-07-10T12:33:44.001338 | Message: Input: P2Hero, Index: -1
__ATTACK__ | @ 2020-07-10T12:33:44.001492 | Message: Crazed Chemist Attacked -> Mage
__GAME REPORT__ | @ 2020-07-10T12:33:44.687713 | Message: Draw Card -> Fireball
__GAME REPORT__ | @ 2020-07-10T12:33:44.687806 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:33:44.688166 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:33:44.880392 | Message: Draw Card -> Ironfur Grizzly
__GAME REPORT__ | @ 2020-07-10T12:33:44.880707 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:33:44.881840 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T12:33:45.572381 | Message: Clicked On Point: java.awt.Point[x=794,y=46], P1Board
__REPORT__ | @ 2020-07-10T12:33:45.572462 | Message: Input: P1Board, Index: 4
__REPORT__ | @ 2020-07-10T12:33:46.084927 | Message: Clicked On Point: java.awt.Point[x=132,y=153], P2Hero
__REPORT__ | @ 2020-07-10T12:33:46.085110 | Message: Input: P2Hero, Index: -1
__ATTACK__ | @ 2020-07-10T12:33:46.085254 | Message: Ironfur Grizzly Attacked -> Mage
__GAME REPORT__ | @ 2020-07-10T12:33:46.085424 | Message: 
__GAME REPORT__ | @ 2020-07-10T12:33:51.874633 | Message: (Quit-Interrupt)
__BUTTON CLICK__ | @ 2020-07-10T12:33:51.874710 | Message: Back Button
__ROOM CHANGE__ | @ 2020-07-10T12:33:51.928075 | Message: home
__BUTTON CLICK__ | @ 2020-07-10T12:33:53.827978 | Message: button -> Status
__ROOM CHANGE__ | @ 2020-07-10T12:33:53.900012 | Message: Status
__BUTTON CLICK__ | @ 2020-07-10T12:34:03.442408 | Message: Back Button
__ROOM CHANGE__ | @ 2020-07-10T12:34:03.503391 | Message: home
__BUTTON CLICK__ | @ 2020-07-10T12:34:28.632008 | Message: button -> Exit
__SIGN IN__ | @ 2020-07-10T12:50:55.363176 | Message: No Message
__ROOM CHANGE__ | @ 2020-07-10T12:50:55.910664 | Message: Home
__BUTTON CLICK__ | @ 2020-07-10T12:50:56.796809 | Message: button -> Collections
__ROOM CHANGE__ | @ 2020-07-10T12:50:57.130046 | Message: Collections
__BUTTON CLICK__ | @ 2020-07-10T12:50:59.156267 | Message: Select
__BUTTON CLICK__ | @ 2020-07-10T12:50:59.156600 | Message: Select Deck -> Deck Index : 0
__BUTTON CLICK__ | @ 2020-07-10T12:51:02.525537 | Message: Remove
__BUTTON CLICK__ | @ 2020-07-10T12:51:04.160313 | Message: Remove
__BUTTON CLICK__ | @ 2020-07-10T12:51:07.649757 | Message: Back
__BUTTON CLICK__ | @ 2020-07-10T12:51:08.557955 | Message: Back Button
__ROOM CHANGE__ | @ 2020-07-10T12:51:08.616813 | Message: home
__BUTTON CLICK__ | @ 2020-07-10T12:51:09.480649 | Message: button -> Local Play
__SUCCESSFUL ACTION__ | @ 2020-07-10T12:51:09.480761 | Message: Play Access Granted
__ROOM CHANGE__ | @ 2020-07-10T12:51:09.565685 | Message: Play
__GAME REPORT__ | @ 2020-07-10T12:51:09.596923 | Message: Game Begins
__GAME REPORT__ | @ 2020-07-10T12:51:13.725353 | Message: Activated Passive -> Mana Jump
__EFFECTS VISITED__ | @ 2020-07-10T12:51:13.726282 | Message: Effect: ManaJump{addedMana=1, sourcePlayerIndex=1}
__EFFECTS VISITED__ | @ 2020-07-10T12:51:13.726779 | Message: Effect: AddCost{cost=-2, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=DETERMINED_GROUP, cardGroup=FRIENDS_DECK_HAND, type=[Spell], cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@10589b00, models.cards.Spell@59b32540, models.cards.Spell@7ac4f50a, models.cards.Spell@e10b03, models.cards.Spell@54b50084, models.cards.Spell@146cb677]
__EFFECTS VISITED__ | @ 2020-07-10T12:51:13.726864 | Message: Effect: AddCost{cost=-2, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=DETERMINED_GROUP, cardGroup=FRIENDS_DECK_HAND, type=[Spell], cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@49dd7d55, models.cards.Spell@41ecce7e, models.cards.Spell@3da157e7, models.cards.Spell@4c0f912a, models.cards.Spell@6e1a6a2b, models.cards.Spell@49a2d6a8]
__GAME REPORT__ | @ 2020-07-10T12:51:13.726915 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-07-10T12:51:18.791416 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-07-10T12:51:18.791789 | Message: Draw Card -> Ironfur Grizzly
__GAME REPORT__ | @ 2020-07-10T12:51:18.792133 | Message: Draw Card -> Crazed Chemist
__GAME REPORT__ | @ 2020-07-10T12:51:18.792390 | Message: Draw Card -> Fireball
__GAME REPORT__ | @ 2020-07-10T12:51:18.792674 | Message: Draw Card -> Crazed Chemist
__GAME REPORT__ | @ 2020-07-10T12:51:18.793049 | Message: Draw Card -> Ironfur Grizzly
__GAME REPORT__ | @ 2020-07-10T12:51:18.793900 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:51:20.979942 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-07-10T12:51:20.980129 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:51:20.989924 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:51:21.156313 | Message: Draw Card -> Pyroblast
__GAME REPORT__ | @ 2020-07-10T12:51:21.156712 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:51:21.172190 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:51:21.299869 | Message: Draw Card -> Polymorph
__GAME REPORT__ | @ 2020-07-10T12:51:21.300095 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:51:21.301391 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:51:21.460034 | Message: Draw Card -> Crazed Chemist
__GAME REPORT__ | @ 2020-07-10T12:51:21.460316 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:51:21.469265 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:51:21.603623 | Message: Draw Card -> Light's Justice
__GAME REPORT__ | @ 2020-07-10T12:51:21.603789 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:51:21.604563 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:51:21.763894 | Message: Draw Card -> AmaniWarBear
__GAME REPORT__ | @ 2020-07-10T12:51:21.764254 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:51:21.766151 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:51:21.923137 | Message: Draw Card -> Crazed Chemist
__GAME REPORT__ | @ 2020-07-10T12:51:21.923258 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:51:21.923922 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:51:22.067678 | Message: Draw Card -> Blast Wave
__GAME REPORT__ | @ 2020-07-10T12:51:22.068133 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:51:22.077564 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:51:22.211224 | Message: Draw Card -> Light's Justice
__GAME REPORT__ | @ 2020-07-10T12:51:22.211491 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:51:22.212670 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:51:22.355483 | Message: Draw Card -> Polymorph
__GAME REPORT__ | @ 2020-07-10T12:51:22.355761 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:51:22.357428 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:51:22.515423 | Message: Draw Card -> Sorcerer's Apprentice
__GAME REPORT__ | @ 2020-07-10T12:51:22.515692 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:51:22.517499 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:51:22.642817 | Message: Draw Card -> Pyroblast
__GAME REPORT__ | @ 2020-07-10T12:51:22.642960 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:51:22.643617 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:51:22.802939 | Message: Draw Card -> Blast Wave
__GAME REPORT__ | @ 2020-07-10T12:51:22.803164 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:51:22.804118 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:51:22.980521 | Message: Draw Card -> Blast Wave
__GAME REPORT__ | @ 2020-07-10T12:51:22.980769 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:51:22.981222 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:51:23.090416 | Message: Draw Card -> Blast Wave
__GAME REPORT__ | @ 2020-07-10T12:51:23.090533 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:51:23.090957 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:51:23.234864 | Message: Draw Card -> Polymorph
__GAME REPORT__ | @ 2020-07-10T12:51:23.235121 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:51:23.236625 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:51:23.378467 | Message: Draw Card -> Hir'eek the Bat
__GAME REPORT__ | @ 2020-07-10T12:51:23.378602 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:51:23.379290 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:51:24.012912 | Message: Draw Card -> AmaniWarBear
__GAME REPORT__ | @ 2020-07-10T12:51:24.013042 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:51:24.013508 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T12:51:24.952109 | Message: Clicked On Point: java.awt.Point[x=561,y=115], P1Hand
__REPORT__ | @ 2020-07-10T12:51:24.952308 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T12:51:27.932730 | Message: Selected -> models.cards.Minion@2edd21b6
__REPORT__ | @ 2020-07-10T12:51:27.933193 | Message: Input: P1Hand, Index: 1
__REPORT__ | @ 2020-07-10T12:51:28.791933 | Message: Clicked On Point: java.awt.Point[x=753,y=45], P1Board
__REPORT__ | @ 2020-07-10T12:51:28.792202 | Message: Input: P1Board, Index: 4
__CARD PLAYED__ | @ 2020-07-10T12:51:28.792607 | Message: Crazed Chemist
__REPORT__ | @ 2020-07-10T12:51:32.789370 | Message: Clicked On Point: java.awt.Point[x=502,y=43], P1Hand
__REPORT__ | @ 2020-07-10T12:51:32.789573 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T12:51:34.194622 | Message: Selected -> models.cards.Minion@5991930b
__REPORT__ | @ 2020-07-10T12:51:34.194861 | Message: Input: P1Hand, Index: 3
__REPORT__ | @ 2020-07-10T12:51:34.942274 | Message: Clicked On Point: java.awt.Point[x=266,y=57], P1Board
__REPORT__ | @ 2020-07-10T12:51:34.942336 | Message: Input: P1Board, Index: 1
__EFFECTS VISITED__ | @ 2020-07-10T12:51:34.942553 | Message: Effect: ChangeHpAttack{life=4, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=ONE_RANDOM, cardGroup=FRIEND_MINIONS, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@5991930b]
__CARD PLAYED__ | @ 2020-07-10T12:51:34.942620 | Message: Crazed Chemist
__BUTTON CLICK__ | @ 2020-07-10T12:51:41.587043 | Message: Exit Button
__SIGN OUT__ | @ 2020-07-10T12:51:41.587175 | Message: No Message
__SIGN IN__ | @ 2020-07-10T12:52:09.758220 | Message: No Message
__ROOM CHANGE__ | @ 2020-07-10T12:52:10.338847 | Message: Home
__BUTTON CLICK__ | @ 2020-07-10T12:52:11.959403 | Message: button -> Local Play
__SUCCESSFUL ACTION__ | @ 2020-07-10T12:52:11.959619 | Message: Play Access Granted
__ROOM CHANGE__ | @ 2020-07-10T12:52:12.068402 | Message: Play
__GAME REPORT__ | @ 2020-07-10T12:52:12.121856 | Message: Game Begins
__GAME REPORT__ | @ 2020-07-10T12:52:13.771710 | Message: Activated Passive -> Off Card
__EFFECTS VISITED__ | @ 2020-07-10T12:52:13.774939 | Message: Effect: AddCost{cost=-2, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=DETERMINED_GROUP, cardGroup=FRIENDS_DECK_HAND, type=[Spell], cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@5226a7fd, models.cards.Spell@5e5a25d, models.cards.Spell@6776375d, models.cards.Spell@6b0b7e8, models.cards.Spell@614ef18c, models.cards.Spell@491140b2]
__EFFECTS VISITED__ | @ 2020-07-10T12:52:13.775210 | Message: Effect: AddCost{cost=-2, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=DETERMINED_GROUP, cardGroup=FRIENDS_DECK_HAND, type=[Spell], cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@1f0b4a12, models.cards.Spell@1c07b1ec, models.cards.Spell@ad3e171, models.cards.Spell@49842449, models.cards.Spell@c9aacb1, models.cards.Spell@2d33f41f]
__GAME REPORT__ | @ 2020-07-10T12:52:13.775360 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-07-10T12:52:17.792293 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-07-10T12:52:17.792693 | Message: Draw Card -> Blast Wave
__EFFECTS VISITED__ | @ 2020-07-10T12:52:17.793033 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@491140b2]
__GAME REPORT__ | @ 2020-07-10T12:52:17.793233 | Message: Draw Card -> Crazed Chemist
__EFFECTS VISITED__ | @ 2020-07-10T12:52:17.793429 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@6e613688]
__GAME REPORT__ | @ 2020-07-10T12:52:17.793671 | Message: Draw Card -> Polymorph
__GAME REPORT__ | @ 2020-07-10T12:52:17.793932 | Message: Draw Card -> Crazed Chemist
__GAME REPORT__ | @ 2020-07-10T12:52:17.794325 | Message: Draw Card -> Blast Wave
__EFFECTS VISITED__ | @ 2020-07-10T12:52:17.794555 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@614ef18c]
__GAME REPORT__ | @ 2020-07-10T12:52:17.795959 | Message: Turn Begins
__REPORT__ | @ 2020-07-10T12:52:18.743992 | Message: Clicked On Point: java.awt.Point[x=1550,y=405], other
__REPORT__ | @ 2020-07-10T12:52:18.745378 | Message: Input: other, Index: -1
__GAME REPORT__ | @ 2020-07-10T12:52:18.975923 | Message: Draw Card -> Fireball
__GAME REPORT__ | @ 2020-07-10T12:52:18.976041 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:52:18.980910 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:52:19.103732 | Message: Draw Card -> Pyroblast
__EFFECTS VISITED__ | @ 2020-07-10T12:52:19.103886 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@5226a7fd]
__GAME REPORT__ | @ 2020-07-10T12:52:19.103963 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:52:19.106532 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:52:19.247654 | Message: Draw Card -> Light's Justice
__GAME REPORT__ | @ 2020-07-10T12:52:19.247788 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:52:19.248401 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:52:19.391679 | Message: Draw Card -> Ironfur Grizzly
